0,watch_tv_1,"{'user': 'Alien', 'text': 'How are you doing today?', 'intent': 'Extend_greetings'}","{'user': 'Human', 'text': 'I am good, thank you for asking', 'intent': 'Extend_greetings'}"
1,wash_glass_0,"{'user': 'Alien', 'text': 'What do I do with the glass?', 'intent': 'Inform_confused'}","{'user': 'Human', 'text': 'Put the glass on the table so we can pour a drink into it', 'intent': 'Inform_action'}"
0,wash_glass_0,"{'user': 'Human', 'text': 'Put the glass on the table so we can pour a drink into it', 'intent': 'Inform_action'}","{'user': 'Alien', 'text': 'Ok got it ', 'intent': 'Inform_understanding'}"
1,wash_glass_0,"{'user': 'Alien', 'text': 'Ok got it ', 'intent': 'Inform_understanding'}","{'user': 'Human', 'text': 'Ok come back here so we can figure out what drink ', 'intent': 'Inform_next_step'}"
0,wash_glass_0,"{'user': 'Human', 'text': 'Ok come back here so we can figure out what drink ', 'intent': 'Inform_next_step'}","{'user': 'Alien', 'text': 'OK ', 'intent': 'Inform_understanding'}"
0,wash_glass_0,"{'user': 'Alien', 'text': 'OK ', 'intent': 'Inform_understanding'}","{'user': 'Alien', 'text': 'What drink should we get?', 'intent': 'Casual_question'}"
0,wash_glass_0,"{'user': 'Alien', 'text': 'What drink should we get?', 'intent': 'Casual_question'}","{'user': 'Human', 'text': 'Water ', 'intent': 'Casual_response'}"
0,wash_glass_0,"{'user': 'Alien', 'text': 'What drink should we get?', 'intent': 'Casual_question'}","{'user': 'Human', 'text': 'Water ', 'intent': 'Casual_response'}"
0,using_stove_1,"{'user': 'Human', 'text': 'Hello Zara!', 'intent': 'Extend_greetings'}","{'user': 'Alien', 'text': 'Hi Michael', 'intent': 'Extend_greetings'}"
0,using_stove_1,"{'user': 'Alien', 'text': 'Hi Michael', 'intent': 'Extend_greetings'}","{'user': 'Human', 'text': 'Do you want to cook something today?', 'intent': 'Ask_get_started'}"
0,using_stove_1,"{'user': 'Human', 'text': 'Do you want to cook something today?', 'intent': 'Ask_get_started'}","{'user': 'Alien', 'text': 'Yea lets cook ', 'intent': 'Inform_get_started'}"
1,using_stove_1,"{'user': 'Alien', 'text': 'Yea lets cook ', 'intent': 'Inform_get_started'}","{'user': 'Human', 'text': 'Grab the pot from the table please', 'intent': 'Inform_next_step'}"
0,using_stove_1,"{'user': 'Human', 'text': 'Grab the pot from the table please', 'intent': 'Inform_next_step'}","{'user': 'Alien', 'text': 'Is this the pot?', 'intent': 'Ask_about_object'}"
1,using_stove_1,"{'user': 'Alien', 'text': 'Is this the pot?', 'intent': 'Ask_about_object'}","{'user': 'Human', 'text': ""Yes that's the pot you're looking at grab it"", 'intent': 'Inform_object'}"
0,using_stove_1,"{'user': 'Human', 'text': ""Yes that's the pot you're looking at grab it"", 'intent': 'Inform_object'}","{'user': 'Alien', 'text': 'Ok ', 'intent': 'Inform_understanding'}"
1,using_stove_1,"{'user': 'Alien', 'text': 'Ok ', 'intent': 'Inform_understanding'}","{'user': 'Human', 'text': 'Bring the pot here and we can use it', 'intent': 'Inform_next_step'}"
0,using_stove_1,"{'user': 'Human', 'text': 'Bring the pot here and we can use it', 'intent': 'Inform_next_step'}","{'user': 'Alien', 'text': 'Ok', 'intent': 'Inform_understanding'}"
0,using_stove_1,"{'user': 'Alien', 'text': 'Ok', 'intent': 'Inform_understanding'}","{'user': 'Alien', 'text': 'What do we do with the pot?', 'intent': 'Ask_next_step'}"
1,using_stove_1,"{'user': 'Alien', 'text': 'What do we do with the pot?', 'intent': 'Ask_next_step'}","{'user': 'Human', 'text': 'Well first put the pot on the stove', 'intent': 'Inform_next_step'}"
0,using_stove_1,"{'user': 'Human', 'text': 'Well first put the pot on the stove', 'intent': 'Inform_next_step'}","{'user': 'Alien', 'text': 'Ok', 'intent': 'Inform_understanding'}"
1,using_stove_1,"{'user': 'Alien', 'text': 'Ok', 'intent': 'Inform_understanding'}","{'user': 'Alien', 'text': 'What do I do now?', 'intent': 'Ask_next_step'}"
0,using_stove_1,"{'user': 'Alien', 'text': 'What do I do now?', 'intent': 'Ask_next_step'}","{'user': 'Human', 'text': 'Turn the second knob on the stove to turn it on', 'intent': 'Inform_next_step'}"
0,using_stove_1,"{'user': 'Human', 'text': 'Turn the second knob on the stove to turn it on', 'intent': 'Inform_next_step'}","{'user': 'Alien', 'text': 'Ok ', 'intent': 'Inform_understanding'}"
1,using_stove_1,"{'user': 'Alien', 'text': 'Ok ', 'intent': 'Inform_understanding'}","{'user': 'Human', 'text': ""Now we're going to cook some pasta and wait for it to boil"", 'intent': 'Inform_next_step'}"
0,using_stove_1,"{'user': 'Human', 'text': ""Now we're going to cook some pasta and wait for it to boil"", 'intent': 'Inform_next_step'}","{'user': 'Alien', 'text': ""How do I know when the pasta is boiled, I don't know what to do"", 'intent': 'Display_confusion'}"
0,using_stove_1,"{'user': 'Alien', 'text': ""How do I know when the pasta is boiled, I don't know what to do"", 'intent': 'Display_confusion'}","{'user': 'Human', 'text': ""That's ok we just have to wait for the pasta to look soft "", 'intent': 'Inform_other'}"
0,using_stove_1,"{'user': 'Human', 'text': ""That's ok we just have to wait for the pasta to look soft "", 'intent': 'Inform_other'}","{'user': 'Human', 'text': 'Are you okay? Can you wait a little?', 'intent': 'Ask_okay'}"
0,using_stove_1,"{'user': 'Human', 'text': 'Are you okay? Can you wait a little?', 'intent': 'Ask_okay'}","{'user': 'Alien', 'text': 'Im Ok', 'intent': 'Inform_condition'}"
0,using_stove_1,"{'user': 'Alien', 'text': 'Im Ok', 'intent': 'Inform_condition'}","{'user': 'Alien', 'text': 'I got it lets wait', 'intent': 'Inform_understanding'}"
1,using_stove_1,"{'user': 'Alien', 'text': 'I got it lets wait', 'intent': 'Inform_understanding'}","{'user': 'Human', 'text': 'Ok the pasta is done turn off the stove by turning the second knob', 'intent': 'Inform_next_step'}"
0,using_stove_1,"{'user': 'Human', 'text': 'Ok the pasta is done turn off the stove by turning the second knob', 'intent': 'Inform_next_step'}","{'user': 'Alien', 'text': 'Ok ', 'intent': 'Inform_understanding'}"
1,using_stove_1,"{'user': 'Alien', 'text': 'Ok ', 'intent': 'Inform_understanding'}","{'user': 'Human', 'text': 'Take the pot off the stove ', 'intent': 'Inform_next_step'}"
0,using_stove_1,"{'user': 'Human', 'text': 'Take the pot off the stove ', 'intent': 'Inform_next_step'}","{'user': 'Alien', 'text': 'Ok ', 'intent': 'Inform_understanding'}"
0,using_stove_1,"{'user': 'Alien', 'text': 'Ok ', 'intent': 'Inform_understanding'}","{'user': 'Human', 'text': 'Do you know where to put the pot next?', 'intent': 'Ask_know_next_step'}"
1,using_stove_1,"{'user': 'Human', 'text': 'Do you know where to put the pot next?', 'intent': 'Ask_know_next_step'}","{'user': 'Alien', 'text': ""Yea, I'll put it on the dinning table"", 'intent': 'Inform_understanding'}"
0,using_stove_1,"{'user': 'Alien', 'text': ""Yea, I'll put it on the dinning table"", 'intent': 'Inform_understanding'}","{'user': 'Human', 'text': ""Yes that's correct"", 'intent': 'Yes-no_positive'}"
1,using_stove_1,"{'user': 'Human', 'text': ""Yes that's correct"", 'intent': 'Yes-no_positive'}","{'user': 'Alien', 'text': ""I'll just set it here "", 'intent': 'Casual_response'}"
0,using_stove_1,"{'user': 'Alien', 'text': ""I'll just set it here "", 'intent': 'Casual_response'}","{'user': 'Human', 'text': 'Perfect', 'intent': 'Casual_response'}"
1,using_stove_1,"{'user': 'Human', 'text': 'Perfect', 'intent': 'Casual_response'}","{'user': 'Human', 'text': 'Come back here and help me decide what else to eat', 'intent': 'Inform_action'}"
0,using_stove_1,"{'user': 'Human', 'text': 'Come back here and help me decide what else to eat', 'intent': 'Inform_action'}","{'user': 'Alien', 'text': 'Ok, thank you', 'intent': 'Inform_understanding'}"
0,using_stove_1,"{'user': 'Human', 'text': 'Come back here and help me decide what else to eat', 'intent': 'Inform_action'}","{'user': 'Alien', 'text': 'Ok, thank you', 'intent': 'Inform_understanding'}"
0,bedroom_cabinet_1,"{'user': 'Human', 'text': 'Zara, could you come into the room so we could clean the toys up?', 'intent': 'Ask_get_started'}","{'user': 'Alien', 'text': 'Sure thing! coming', 'intent': 'Yes-no_positive'}"
0,bedroom_cabinet_1,"{'user': 'Alien', 'text': 'Sure thing! coming', 'intent': 'Yes-no_positive'}","{'user': 'Human', 'text': 'I think we should take some toys from the shelf and put it in the cupboard', 'intent': 'Inform_next_step'}"
1,bedroom_cabinet_1,"{'user': 'Human', 'text': 'I think we should take some toys from the shelf and put it in the cupboard', 'intent': 'Inform_next_step'}","{'user': 'Alien', 'text': ""Ok I'll take this toy"", 'intent': 'Inform_understanding'}"
0,bedroom_cabinet_1,"{'user': 'Alien', 'text': ""Ok I'll take this toy"", 'intent': 'Inform_understanding'}","{'user': 'Human', 'text': 'Nice job ', 'intent': 'Casual_response'}"
1,bedroom_cabinet_1,"{'user': 'Human', 'text': 'Nice job ', 'intent': 'Casual_response'}","{'user': 'Human', 'text': ""Let's take that toy to the cupboard in the other room"", 'intent': 'Inform_next_step'}"
0,bedroom_cabinet_1,"{'user': 'Human', 'text': ""Let's take that toy to the cupboard in the other room"", 'intent': 'Inform_next_step'}","{'user': 'Alien', 'text': ""OK, I'll follow you"", 'intent': 'Inform_understanding'}"
1,bedroom_cabinet_1,"{'user': 'Alien', 'text': ""OK, I'll follow you"", 'intent': 'Inform_understanding'}","{'user': 'Human', 'text': 'Can you open the cupboard first?', 'intent': 'Ask_take_next_step'}"
0,bedroom_cabinet_1,"{'user': 'Human', 'text': 'Can you open the cupboard first?', 'intent': 'Ask_take_next_step'}","{'user': 'Alien', 'text': 'Sure thing Michael', 'intent': 'Inform_understanding'}"
0,bedroom_cabinet_1,"{'user': 'Alien', 'text': 'Sure thing Michael', 'intent': 'Inform_understanding'}","{'user': 'Alien', 'text': 'What now?', 'intent': 'Ask_next_step'}"
1,bedroom_cabinet_1,"{'user': 'Alien', 'text': 'What now?', 'intent': 'Ask_next_step'}","{'user': 'Human', 'text': 'Put the toy on the top shelf of the cupboard', 'intent': 'Inform_next_step'}"
0,bedroom_cabinet_1,"{'user': 'Human', 'text': 'Put the toy on the top shelf of the cupboard', 'intent': 'Inform_next_step'}","{'user': 'Alien', 'text': 'OK, got it', 'intent': 'Inform_understanding'}"
0,bedroom_cabinet_1,"{'user': 'Alien', 'text': 'OK, got it', 'intent': 'Inform_understanding'}","{'user': 'Alien', 'text': 'What now?', 'intent': 'Ask_next_step'}"
1,bedroom_cabinet_1,"{'user': 'Alien', 'text': 'What now?', 'intent': 'Ask_next_step'}","{'user': 'Human', 'text': ""Let's go back to the room to get the other toy"", 'intent': 'Inform_next_step'}"
0,bedroom_cabinet_1,"{'user': 'Human', 'text': ""Let's go back to the room to get the other toy"", 'intent': 'Inform_next_step'}","{'user': 'Alien', 'text': ""Ok, I'll follow you"", 'intent': 'Inform_understanding'}"
0,bedroom_cabinet_1,"{'user': 'Alien', 'text': ""Ok, I'll follow you"", 'intent': 'Inform_understanding'}","{'user': 'Alien', 'text': 'What toy are we grabbing next?', 'intent': 'Ask_about_object'}"
1,bedroom_cabinet_1,"{'user': 'Alien', 'text': 'What toy are we grabbing next?', 'intent': 'Ask_about_object'}","{'user': 'Human', 'text': 'Ok grab the other toy now', 'intent': 'Inform_next_step'}"
0,bedroom_cabinet_1,"{'user': 'Human', 'text': 'Ok grab the other toy now', 'intent': 'Inform_next_step'}","{'user': 'Alien', 'text': ""I don't know what toy you're talking about"", 'intent': 'Display_confusion'}"
0,bedroom_cabinet_1,"{'user': 'Alien', 'text': ""I don't know what toy you're talking about"", 'intent': 'Display_confusion'}","{'user': 'Human', 'text': ""Do you want me to show you which toy I'm asking for?"", 'intent': 'Ask_want_help'}"
0,bedroom_cabinet_1,"{'user': 'Human', 'text': ""Do you want me to show you which toy I'm asking for?"", 'intent': 'Ask_want_help'}","{'user': 'Alien', 'text': 'Yes I do', 'intent': 'Yes-no_positive'}"
0,bedroom_cabinet_1,"{'user': 'Alien', 'text': 'Yes I do', 'intent': 'Yes-no_positive'}","{'user': 'Human', 'text': 'The train up here is the toy I want you to get', 'intent': 'Inform_object'}"
1,bedroom_cabinet_1,"{'user': 'Human', 'text': 'The train up here is the toy I want you to get', 'intent': 'Inform_object'}","{'user': 'Alien', 'text': ""Ok I see the train I'm grabbing it now"", 'intent': 'Inform_understanding'}"
0,bedroom_cabinet_1,"{'user': 'Alien', 'text': ""Ok I see the train I'm grabbing it now"", 'intent': 'Inform_understanding'}","{'user': 'Human', 'text': ""Yes that's it, good job"", 'intent': 'Casual_response'}"
1,bedroom_cabinet_1,"{'user': 'Human', 'text': ""Yes that's it, good job"", 'intent': 'Casual_response'}","{'user': 'Human', 'text': 'Are you okay to take it to the other room now?', 'intent': 'Ask_okay'}"
0,bedroom_cabinet_1,"{'user': 'Human', 'text': 'Are you okay to take it to the other room now?', 'intent': 'Ask_okay'}","{'user': 'Alien', 'text': ""Yes I'm okay let's go"", 'intent': 'Inform_condition'}"
0,bedroom_cabinet_1,"{'user': 'Alien', 'text': ""Yes I'm okay let's go"", 'intent': 'Inform_condition'}","{'user': 'Human', 'text': 'Ok good follow me to the other room so we can put the toy in the cupboard', 'intent': 'Inform_action'}"
1,bedroom_cabinet_1,"{'user': 'Human', 'text': 'Ok good follow me to the other room so we can put the toy in the cupboard', 'intent': 'Inform_action'}","{'user': 'Human', 'text': 'Put the train next to the other toy', 'intent': 'Inform_next_step'}"
0,bedroom_cabinet_1,"{'user': 'Human', 'text': 'Put the train next to the other toy', 'intent': 'Inform_next_step'}","{'user': 'Alien', 'text': 'Ok, I got it', 'intent': 'Inform_understanding'}"
1,bedroom_cabinet_1,"{'user': 'Alien', 'text': 'Ok, I got it', 'intent': 'Inform_understanding'}","{'user': 'Human', 'text': ""Ok now just close the cupboard and then we're done"", 'intent': 'Inform_next_step'}"
0,bedroom_cabinet_1,"{'user': 'Human', 'text': ""Ok now just close the cupboard and then we're done"", 'intent': 'Inform_next_step'}","{'user': 'Alien', 'text': ""I'm closing the cupboard now"", 'intent': 'Inform_understanding'}"
0,bedroom_cabinet_1,"{'user': 'Alien', 'text': ""I'm closing the cupboard now"", 'intent': 'Inform_understanding'}","{'user': 'Human', 'text': ""Good job! We're done now"", 'intent': 'Extend_goodbyes'}"
0,bedroom_cabinet_1,"{'user': 'Human', 'text': ""Good job! We're done now"", 'intent': 'Extend_goodbyes'}","{'user': 'Alien', 'text': ""Woo! I'm going to go now"", 'intent': 'Extend_goodbyes'}"
0,bedroom_cabinet_1,"{'user': 'Human', 'text': ""Good job! We're done now"", 'intent': 'Extend_goodbyes'}","{'user': 'Alien', 'text': ""Woo! I'm going to go now"", 'intent': 'Extend_goodbyes'}"
0,using_computer_2,"{'user': 'Human', 'text': 'Hello Zara!', 'intent': 'Extend_greetings'}","{'user': 'Alien', 'text': 'Hello Michael!', 'intent': 'Extend_greetings'}"
0,using_computer_2,"{'user': 'Alien', 'text': 'Hello Michael!', 'intent': 'Extend_greetings'}","{'user': 'Human', 'text': 'Do you want to learn how to use the computer today?', 'intent': 'Ask_get_started'}"
0,using_computer_2,"{'user': 'Human', 'text': 'Do you want to learn how to use the computer today?', 'intent': 'Ask_get_started'}","{'user': 'Alien', 'text': 'Sure!', 'intent': 'Yes-no_positive'}"
1,using_computer_2,"{'user': 'Alien', 'text': 'Sure!', 'intent': 'Yes-no_positive'}","{'user': 'Human', 'text': ""Ok let's to the room so we can use the computer"", 'intent': 'Inform_next_step'}"
0,using_computer_2,"{'user': 'Human', 'text': ""Ok let's to the room so we can use the computer"", 'intent': 'Inform_next_step'}","{'user': 'Alien', 'text': 'Yes lets go', 'intent': 'Yes-no_positive'}"
0,using_computer_2,"{'user': 'Alien', 'text': 'Yes lets go', 'intent': 'Yes-no_positive'}","{'user': 'Human', 'text': 'Do you know how to start the computer?', 'intent': 'Ask_know_next_step'}"
1,using_computer_2,"{'user': 'Human', 'text': 'Do you know how to start the computer?', 'intent': 'Ask_know_next_step'}","{'user': 'Alien', 'text': 'Yea, I am turning it on now', 'intent': 'Inform_understanding'}"
0,using_computer_2,"{'user': 'Alien', 'text': 'Yea, I am turning it on now', 'intent': 'Inform_understanding'}","{'user': 'Human', 'text': 'Good job take a seat and start using the computer', 'intent': 'Inform_next_step'}"
1,using_computer_2,"{'user': 'Human', 'text': 'Good job take a seat and start using the computer', 'intent': 'Inform_next_step'}","{'user': 'Alien', 'text': 'What do you mean by take a seat?', 'intent': 'Inform_confused'}"
0,using_computer_2,"{'user': 'Alien', 'text': 'What do you mean by take a seat?', 'intent': 'Inform_confused'}","{'user': 'Human', 'text': ""That was vague, I'm sorry, I mean turn around and take the chair so you can sit down on it"", 'intent': 'Inform_action'}"
0,using_computer_2,"{'user': 'Human', 'text': ""That was vague, I'm sorry, I mean turn around and take the chair so you can sit down on it"", 'intent': 'Inform_action'}","{'user': 'Alien', 'text': 'Oh Ok I see', 'intent': 'Inform_understanding'}"
1,using_computer_2,"{'user': 'Alien', 'text': 'Oh Ok I see', 'intent': 'Inform_understanding'}","{'user': 'Alien', 'text': 'Let me sit down now', 'intent': 'Inform_understanding'}"
0,using_computer_2,"{'user': 'Alien', 'text': 'Let me sit down now', 'intent': 'Inform_understanding'}","{'user': 'Human', 'text': 'Ok good', 'intent': 'Casual_response'}"
0,using_computer_2,"{'user': 'Human', 'text': 'Ok good', 'intent': 'Casual_response'}","{'user': 'Human', 'text': 'Now grab the mouse and start using the computer', 'intent': 'Inform_next_step'}"
1,using_computer_2,"{'user': 'Human', 'text': 'Now grab the mouse and start using the computer', 'intent': 'Inform_next_step'}","{'user': 'Alien', 'text': 'Im grabbing the mouse', 'intent': 'Inform_understanding'}"
0,using_computer_2,"{'user': 'Alien', 'text': 'Im grabbing the mouse', 'intent': 'Inform_understanding'}","{'user': 'Human', 'text': ""Are you sure that's the mouse you grabbed?"", 'intent': 'Ask_sure_about_object'}"
0,using_computer_2,"{'user': 'Human', 'text': ""Are you sure that's the mouse you grabbed?"", 'intent': 'Ask_sure_about_object'}","{'user': 'Alien', 'text': ' I thought so', 'intent': 'Inform_confused'}"
0,using_computer_2,"{'user': 'Alien', 'text': ' I thought so', 'intent': 'Inform_confused'}","{'user': 'Human', 'text': ""That's a cupcake the mouse is in front of that"", 'intent': 'Inform_object'}"
1,using_computer_2,"{'user': 'Human', 'text': ""That's a cupcake the mouse is in front of that"", 'intent': 'Inform_object'}","{'user': 'Alien', 'text': 'Let me put the cupcake back', 'intent': 'Inform_understanding'}"
0,using_computer_2,"{'user': 'Alien', 'text': 'Let me put the cupcake back', 'intent': 'Inform_understanding'}","{'user': 'Human', 'text': 'Yes you want to grab the mouse on the mousepad to use the computer', 'intent': 'Inform_object'}"
0,using_computer_2,"{'user': 'Human', 'text': 'Yes you want to grab the mouse on the mousepad to use the computer', 'intent': 'Inform_object'}","{'user': 'Alien', 'text': 'Ok', 'intent': 'Inform_understanding'}"
1,using_computer_2,"{'user': 'Alien', 'text': 'Ok', 'intent': 'Inform_understanding'}","{'user': 'Alien', 'text': 'Is this the mouse?', 'intent': 'Ask_about_object'}"
0,using_computer_2,"{'user': 'Alien', 'text': 'Is this the mouse?', 'intent': 'Ask_about_object'}","{'user': 'Human', 'text': 'Yes that is the mouse good job', 'intent': 'Yes-no_positive'}"
0,using_computer_2,"{'user': 'Human', 'text': 'Yes that is the mouse good job', 'intent': 'Yes-no_positive'}","{'user': 'Human', 'text': 'You can start using the computer now', 'intent': 'Inform_next_step'}"
1,using_computer_2,"{'user': 'Human', 'text': 'You can start using the computer now', 'intent': 'Inform_next_step'}","{'user': 'Alien', 'text': 'Oh the computer is fun', 'intent': 'Inform_understanding'}"
0,using_computer_2,"{'user': 'Alien', 'text': 'Oh the computer is fun', 'intent': 'Inform_understanding'}","{'user': 'Human', 'text': ""It is, put the mouse back whenever you're done"", 'intent': 'Inform_action'}"
0,using_computer_2,"{'user': 'Human', 'text': ""It is, put the mouse back whenever you're done"", 'intent': 'Inform_action'}","{'user': 'Alien', 'text': 'Ok', 'intent': 'Inform_understanding'}"
1,using_computer_2,"{'user': 'Alien', 'text': 'Ok', 'intent': 'Inform_understanding'}","{'user': 'Alien', 'text': 'Ok im done, what should we do now?', 'intent': 'Ask_next_step'}"
0,using_computer_2,"{'user': 'Alien', 'text': 'Ok im done, what should we do now?', 'intent': 'Ask_next_step'}","{'user': 'Human', 'text': 'Now just put the mouse back, turn it off and we can go back to the kitchen', 'intent': 'Inform_next_step'}"
0,using_computer_2,"{'user': 'Human', 'text': 'Now just put the mouse back, turn it off and we can go back to the kitchen', 'intent': 'Inform_next_step'}","{'user': 'Alien', 'text': 'Ok', 'intent': 'Inform_understanding'}"
1,using_computer_2,"{'user': 'Alien', 'text': 'Ok', 'intent': 'Inform_understanding'}","{'user': 'Alien', 'text': 'Ok lets go', 'intent': 'Inform_understanding'}"
0,using_computer_2,"{'user': 'Alien', 'text': 'Ok lets go', 'intent': 'Inform_understanding'}","{'user': 'Human', 'text': 'Wait, are you forgetting something about the computer?', 'intent': 'Ask_sure_about_action'}"
0,using_computer_2,"{'user': 'Human', 'text': 'Wait, are you forgetting something about the computer?', 'intent': 'Ask_sure_about_action'}","{'user': 'Alien', 'text': 'Oh yea let me turn it off', 'intent': 'Inform_understanding'}"
1,using_computer_2,"{'user': 'Alien', 'text': 'Oh yea let me turn it off', 'intent': 'Inform_understanding'}","{'user': 'Alien', 'text': 'This button turns it off right?', 'intent': 'Ask_next_step'}"
0,using_computer_2,"{'user': 'Alien', 'text': 'This button turns it off right?', 'intent': 'Ask_next_step'}","{'user': 'Human', 'text': ""Yes that's right good job"", 'intent': 'Yes-no_positive'}"
0,using_computer_2,"{'user': 'Human', 'text': ""Yes that's right good job"", 'intent': 'Yes-no_positive'}","{'user': 'Alien', 'text': 'Ok ', 'intent': 'Inform_understanding'}"
0,using_computer_2,"{'user': 'Human', 'text': ""Yes that's right good job"", 'intent': 'Yes-no_positive'}","{'user': 'Alien', 'text': 'Ok ', 'intent': 'Inform_understanding'}"
0,using_microwave_0,"{'user': 'Human', 'text': 'Hey Zara!', 'intent': 'Extend_greetings'}","{'user': 'Alien', 'text': 'Hey Michael!', 'intent': 'Extend_greetings'}"
0,using_microwave_0,"{'user': 'Alien', 'text': 'Hey Michael!', 'intent': 'Extend_greetings'}","{'user': 'Human', 'text': 'Do you want to eat some salmon today?', 'intent': 'Ask_get_started'}"
0,using_microwave_0,"{'user': 'Human', 'text': 'Do you want to eat some salmon today?', 'intent': 'Ask_get_started'}","{'user': 'Alien', 'text': 'Yes, how do we cook it?', 'intent': 'Ask_guidence'}"
0,using_microwave_0,"{'user': 'Alien', 'text': 'Yes, how do we cook it?', 'intent': 'Ask_guidence'}","{'user': 'Human', 'text': ""We're going to microwave it"", 'intent': 'Inform_action'}"
1,using_microwave_0,"{'user': 'Human', 'text': ""We're going to microwave it"", 'intent': 'Inform_action'}","{'user': 'Human', 'text': 'First take the salmon', 'intent': 'Inform_next_step'}"
0,using_microwave_0,"{'user': 'Human', 'text': 'First take the salmon', 'intent': 'Inform_next_step'}","{'user': 'Alien', 'text': 'Ok got it', 'intent': 'Inform_understanding'}"
1,using_microwave_0,"{'user': 'Alien', 'text': 'Ok got it', 'intent': 'Inform_understanding'}","{'user': 'Human', 'text': 'Now open the door to the microwave so you can put the salmon in', 'intent': 'Inform_next_step'}"
0,using_microwave_0,"{'user': 'Human', 'text': 'Now open the door to the microwave so you can put the salmon in', 'intent': 'Inform_next_step'}","{'user': 'Alien', 'text': 'Like this?', 'intent': 'Ask_about_action'}"
0,using_microwave_0,"{'user': 'Alien', 'text': 'Like this?', 'intent': 'Ask_about_action'}","{'user': 'Human', 'text': 'Yes just like that', 'intent': 'Yes-no_positive'}"
1,using_microwave_0,"{'user': 'Human', 'text': 'Yes just like that', 'intent': 'Yes-no_positive'}","{'user': 'Human', 'text': 'Do you know what to do next?', 'intent': 'Ask_know_next_step'}"
0,using_microwave_0,"{'user': 'Human', 'text': 'Do you know what to do next?', 'intent': 'Ask_know_next_step'}","{'user': 'Alien', 'text': 'Yes now I just put the salmon into the microwave', 'intent': 'Inform_understanding'}"
0,using_microwave_0,"{'user': 'Alien', 'text': 'Yes now I just put the salmon into the microwave', 'intent': 'Inform_understanding'}","{'user': 'Human', 'text': 'Yes, good job!', 'intent': 'Casual_response'}"
1,using_microwave_0,"{'user': 'Human', 'text': 'Yes, good job!', 'intent': 'Casual_response'}","{'user': 'Human', 'text': ""Now close the door to the microwave '"", 'intent': 'Inform_next_step'}"
0,using_microwave_0,"{'user': 'Human', 'text': ""Now close the door to the microwave '"", 'intent': 'Inform_next_step'}","{'user': 'Alien', 'text': 'Ok', 'intent': 'Inform_understanding'}"
1,using_microwave_0,"{'user': 'Alien', 'text': 'Ok', 'intent': 'Inform_understanding'}","{'user': 'Alien', 'text': 'What do I do now?', 'intent': 'Ask_next_step'}"
0,using_microwave_0,"{'user': 'Alien', 'text': 'What do I do now?', 'intent': 'Ask_next_step'}","{'user': 'Human', 'text': 'Set the timer to 5 minutes', 'intent': 'Inform_next_step'}"
0,using_microwave_0,"{'user': 'Human', 'text': 'Set the timer to 5 minutes', 'intent': 'Inform_next_step'}","{'user': 'Alien', 'text': ""There's a cook meat setting, can I press that?"", 'intent': 'Inform_observation'}"
0,using_microwave_0,"{'user': 'Alien', 'text': ""There's a cook meat setting, can I press that?"", 'intent': 'Inform_observation'}","{'user': 'Human', 'text': 'Yes that works ', 'intent': 'Yes-no_positive'}"
1,using_microwave_0,"{'user': 'Human', 'text': 'Yes that works ', 'intent': 'Yes-no_positive'}","{'user': 'Alien', 'text': ""It didn't do anything, what do I do?"", 'intent': 'Inform_confused'}"
0,using_microwave_0,"{'user': 'Alien', 'text': ""It didn't do anything, what do I do?"", 'intent': 'Inform_confused'}","{'user': 'Human', 'text': ""That's ok, you haven't hit the start button yet so do that and it'll start"", 'intent': 'Inform_action'}"
0,using_microwave_0,"{'user': 'Human', 'text': ""That's ok, you haven't hit the start button yet so do that and it'll start"", 'intent': 'Inform_action'}","{'user': 'Alien', 'text': ""Ok got it, it's cooking now"", 'intent': 'Inform_understanding'}"
1,using_microwave_0,"{'user': 'Alien', 'text': ""Ok got it, it's cooking now"", 'intent': 'Inform_understanding'}","{'user': 'Human', 'text': ""It's done cooking, open the door now"", 'intent': 'Inform_next_step'}"
0,using_microwave_0,"{'user': 'Human', 'text': ""It's done cooking, open the door now"", 'intent': 'Inform_next_step'}","{'user': 'Alien', 'text': 'Ok got it', 'intent': 'Inform_understanding'}"
0,using_microwave_0,"{'user': 'Alien', 'text': 'Ok got it', 'intent': 'Inform_understanding'}","{'user': 'Alien', 'text': 'What do I do now?', 'intent': 'Ask_next_step'}"
1,using_microwave_0,"{'user': 'Alien', 'text': 'What do I do now?', 'intent': 'Ask_next_step'}","{'user': 'Human', 'text': 'Take out the salmon', 'intent': 'Inform_next_step'}"
0,using_microwave_0,"{'user': 'Human', 'text': 'Take out the salmon', 'intent': 'Inform_next_step'}","{'user': 'Alien', 'text': 'Got it', 'intent': 'Inform_understanding'}"
1,using_microwave_0,"{'user': 'Alien', 'text': 'Got it', 'intent': 'Inform_understanding'}","{'user': 'Human', 'text': 'Are you forgetting something?', 'intent': 'Ask_know_next_step'}"
0,using_microwave_0,"{'user': 'Human', 'text': 'Are you forgetting something?', 'intent': 'Ask_know_next_step'}","{'user': 'Alien', 'text': 'Yes I forgot to close the door to the microwave', 'intent': 'Inform_observation'}"
0,using_microwave_0,"{'user': 'Alien', 'text': 'Yes I forgot to close the door to the microwave', 'intent': 'Inform_observation'}","{'user': 'Human', 'text': ""That's correct"", 'intent': 'Yes-no_positive'}"
